area_sqft,bedrooms,age_years,neighborhood,price
1878.4000401190044,2,34,Central,434393.3065945269
450.0,5,40,East,173513.21858787964
1437.7317265966813,4,37,East,296161.86422897567
1771.600073590719,5,22,West,412787.96184859815
1841.0643126170876,4,41,North,428026.2015644779
2350.365103505015,4,4,Central,582423.514858234
2067.52283954824,4,4,Central,542450.1382804079
1656.2814173731235,2,12,Central,490181.6426355095
1650.9880030577133,1,44,Central,413936.8815387564
1893.4726739972998,3,29,North,444607.9253044904
1230.3365026288297,5,8,Central,412541.5978911395
1479.9059725284073,5,17,East,332956.81618683075
1953.1195015392684,4,0,East,481104.5860553516
2478.722607447545,2,19,North,536900.488280462
1420.366347134129,2,27,Central,377157.92519707227
1475.7996553350679,5,18,West,358925.1745252856
1599.2400968938396,3,22,Central,421491.67387901986
2171.6018470040285,4,8,West,497697.0450597503
1484.843348205425,2,3,West,379477.5823158354
2234.6795182355727,3,4,West,553206.6566050198
1016.6713912856247,4,30,East,257325.28822312818
1406.9818521315024,5,2,East,326557.95161624067
1400.9174216572371,1,8,West,306288.18176125817
1893.25286204811,2,30,West,345474.4807306391
2022.630188489139,2,35,East,367781.92263079586
745.2778209408838,4,14,West,259533.26403187297
1042.4411870943877,4,22,Central,347402.4527769088
1668.4262393882311,4,20,Central,430609.0620026701
1170.6531770570925,4,34,East,274211.45546676824
738.7861121761786,2,42,East,131591.92392730623
2019.2399860117396,1,37,West,348802.01114573516
1746.9850420768241,3,28,Central,394785.89908494987
1746.5887484303735,1,33,Central,380095.6771368032
1262.2771417769522,4,36,West,336186.9770661963
2014.4692260836605,4,38,West,381542.4391073373
1380.02000178644,3,34,Central,399075.0161802853
2048.217638911476,5,32,Central,544134.4497108348
1044.1674245286888,1,42,East,191215.13878494312
1072.9322761580995,3,16,East,269024.642302848
1602.3316052988482,5,3,North,425177.4501915862
1148.8339271014706,2,22,East,261223.26493800167
1837.7255326844152,5,17,East,444219.3053581683
1630.0438720645268,1,1,Central,443231.4039101617
1038.5143910684508,1,42,East,225485.93955347815
1536.43280047255,2,43,East,327487.74041809404
1324.3611559063168,5,20,West,354528.1776961545
1957.9164145885236,4,32,Central,487306.6126030626
1183.723508410898,3,42,West,256181.9022955047
1280.41345226356,1,21,East,286107.52956284134
2105.618452688167,1,8,North,445183.993556372
2619.2966946212564,5,5,Central,664976.3178602026
2499.5043321139683,5,2,East,573414.7860748732
1531.6115058303042,1,2,West,343069.79870664864
1609.4273535341122,3,40,Central,455529.19860260765
2266.7293311413305,3,31,Central,493226.9226235814
1437.7825968776845,4,18,Central,385642.4679831221
1011.8254314313168,1,43,Central,267445.1299987147
1558.4377987181492,5,22,East,308562.74795959477
1725.7583902660658,3,16,Central,430944.7384030539
1085.425191090876,3,42,West,195131.84566592285
676.8844292504241,2,32,West,147343.2825900819
781.6352427229493,1,9,East,206033.1775257311
1832.7146420861645,5,31,Central,477903.58072586055
1120.8117418440781,5,43,East,285202.87672572595
1429.326453814443,5,17,Central,447075.1270478384
1606.2793421689194,4,17,East,408371.31556172494
1809.570439547355,3,24,East,402492.97728653
1332.548600643263,5,11,East,332766.9633273552
1749.3578502403009,1,42,East,353325.98224593286
1054.9698539395786,2,10,East,252388.4792110244
1319.1429871609942,3,36,West,274041.53607175377
987.7922061060647,4,23,North,334642.7762951838
2065.8836081809586,2,29,West,448308.3559495311
1486.4583859665045,5,21,West,377272.96294883115
1130.3462561848503,2,31,Central,334909.9960189529
1323.8141009674268,2,39,North,323155.9484326318
1389.1357596383625,2,25,East,257640.68479504762
1850.2598956625047,3,2,West,443742.53076771053
702.1819109073821,5,33,West,176512.74949292972
981.3970791872905,2,1,West,288958.9226598584
1310.9463742212515,3,25,Central,345663.7277717586
2766.152916383903,1,6,West,618333.3180076112
1977.8394462659974,3,37,Central,476407.9514574123
1444.2741604345283,2,27,West,295168.3987002438
1855.9997912054198,3,28,East,385189.8896203395
2528.718084815168,2,35,West,458564.69027714134
1383.1280366123049,2,11,West,338802.99656644627
1316.79332795122,1,21,West,313372.63414762955
2105.971771610948,3,8,East,473367.2576493591
1747.0877490664714,4,27,East,321637.14707383764
1835.6665776612783,4,18,Central,471119.5235290557
1245.8888003597096,3,28,North,329202.15412931144
2462.101566171371,5,27,Central,594757.4236785936
2354.79540079683,3,0,East,558150.7319503046
1782.9738944363748,4,9,North,414602.1381591915
1842.144919073619,2,11,West,433582.14137368964
486.36956387848215,4,17,West,172307.70181089395
1818.854896748604,2,44,East,345250.2367232095
1402.9457063873385,1,21,West,324174.77482095896
1716.9528529141112,4,14,Central,488156.2537640785
1841.2297059230489,3,38,North,382812.0872094642
1329.3541159458623,3,42,Central,343872.55889257864
654.7590999064579,4,13,Central,248444.52824861815
1683.9372825371174,3,22,North,359079.57356402924
1129.3081737798025,4,6,West,340764.4569731159
1334.9029536378303,3,10,West,340259.96159075014
1197.7450779529026,5,23,East,252943.34677591844
1329.212872372406,3,0,West,333398.7060477451
450.0,3,32,West,147993.23343284923
2108.4735636157584,5,9,North,567687.3700050082
1626.673051163237,5,22,Central,479667.90835590765
2055.699631459432,2,14,East,458748.12585836847
2489.920914904968,2,10,West,479462.2598900671
1511.2965612813753,3,19,East,338620.9465035645
598.7818720797122,1,30,West,169353.04335835285
1053.0565748102076,4,20,Central,352351.5923611047
896.5477595516448,4,31,North,270826.11532001063
1249.0626784275005,1,24,Central,327646.96290680097
1539.8239890329887,2,33,East,363037.13273835304
498.9063664883806,5,21,East,227033.90403194274
1671.2377466707762,1,26,North,367105.6201158624
744.8216733570611,3,1,East,210412.30271144837
1648.6826314000057,4,7,East,459757.7948206367
1445.2544274115094,2,12,West,329996.39253011835
1343.1843804037112,2,25,West,341195.8602984794
1463.4784720293435,4,43,Central,428215.53805889067
1230.1109921341538,3,5,Central,359224.0355261328
1193.7642782979133,5,1,West,364069.03903347364
658.6218045655562,1,29,East,141880.40445557242
1485.1863425753354,4,33,North,373195.5658505258
2422.7668553116587,2,39,East,463639.1716639466
2490.2475314423023,5,21,East,589590.0334158244
2160.9087982724714,3,34,East,445904.6087811107
1852.900800425779,1,31,East,357441.0723253874
1161.7599379600058,5,1,West,383520.97566941025
2221.3753941081304,3,14,Central,536628.9217704677
1471.9362227795154,1,32,West,293276.5230545117
1465.5622451184634,4,16,West,432058.62256327056
1354.3864340803675,3,26,North,311836.17547882453
1545.9809495091479,5,23,West,362724.85946199566
1282.3925492059718,4,29,East,295780.280983575
1458.108915313447,4,40,West,288709.4883153788
957.7004456363693,2,38,East,136174.9139763247
1313.1681476297408,4,14,Central,428509.80620571494
2640.278234974911,1,20,Central,561750.6154510515
1465.2029860190266,2,3,East,335016.8883811374
1380.6697176141186,3,36,West,291886.640148514
1766.1871395525263,3,1,East,389078.51915161125
1854.060910851731,2,20,East,356479.73985995376
943.1155704139633,3,39,West,225905.78739162412
1396.4206085983774,2,41,North,377738.355514141
1959.1379204673826,5,14,Central,542976.3945039269
1634.9188145360529,5,43,West,379352.08392944984
1560.977021750886,5,5,Central,422245.4218373829
2277.0088343043667,2,32,North,475387.6601564045
1161.113620180178,4,26,West,258131.40776674147
1541.3729475538166,5,36,North,396339.0493303093
1239.9706673724643,5,38,North,309987.8478468714
2245.1541145381207,5,19,West,508081.1818640371
524.0698003617339,1,26,Central,201490.1717096882
1164.9291522581202,1,33,East,216189.74737298427
1235.4215169860413,4,6,Central,351990.633313245
1831.769811585795,2,27,Central,459580.4165792718
1803.1377380547635,3,18,East,352892.0345872982
2197.597130119366,3,16,East,431591.00922633894
712.9835788313374,4,11,East,218274.66330134156
1875.2375045152398,4,20,North,428215.1497356246
1353.3600678558469,2,0,East,344920.0153351303
1167.1873813709121,4,27,Central,378202.0832543679
1769.7842666862605,3,43,West,366008.6708065523
1039.9302086321757,3,21,East,261331.28957812814
461.5433523428387,5,20,Central,248699.94537297392
1314.8907555386825,2,20,North,355077.15172777337
751.1145741790483,1,6,West,169500.32271928538
1175.5420894646609,4,24,North,330764.1546479054
1685.7773818755504,2,39,West,312056.31511575513
1655.999872807079,2,39,Central,352842.6307935089
2293.4497244892837,3,44,West,448528.6525344993
1400.1726265282566,5,7,Central,424041.27281872317
733.3342047260724,5,36,West,229261.59523191894
1121.9515716821609,4,22,Central,381994.0393629284
1040.307887686864,2,11,North,227714.15869073887
891.0874207708754,5,34,East,225800.17362666
1717.6835975077204,5,8,Central,548175.071112327
1177.38383101738,1,20,West,300299.6261592267
511.3135916564961,2,23,West,206701.56838458835
1848.4614015596067,1,24,North,407564.5900143359
1444.2867156466466,2,26,North,298121.6548676912
1678.4186391762694,4,4,West,390005.047246109
1552.8607723499915,3,39,North,369132.513969223
1815.8273670741874,1,8,West,436366.78454609506
1519.0093735077678,4,43,East,288712.0818364741
2118.1012417391057,3,43,North,431450.1430215061
1712.4913949886127,5,40,East,368763.72831950686
1696.0338116942016,2,13,East,321132.89473798976
1704.9334588412783,5,15,East,394095.12681210495
771.6811287156399,4,35,North,277822.44387425407
1417.68212409814,2,26,East,367095.3070448204
1370.341755225251,2,44,East,257595.81836677538
1603.773360580242,4,5,East,448840.7425745483
820.6529178518541,4,26,East,203297.57210970356
2317.0573884464557,4,23,West,477011.7403638606
1552.1943320782636,3,41,Central,311922.2415573115
894.341229674663,2,3,North,315053.94372438773
645.5565182105811,3,19,East,178787.03885219235
1359.3563531396655,4,5,North,456319.14421049494
1455.162293536767,2,34,West,318641.1796459942
1140.853957012805,5,5,West,344548.99339373276
1546.0569139619615,1,43,East,228221.20464396477
1179.4121163802197,3,13,West,354251.05108410073
1775.8291258531494,2,19,Central,435938.064139333
1137.7290908055581,5,13,East,304126.8531007661
1480.7498874475373,1,15,North,290196.52129311045
1989.4195866810692,1,31,Central,479399.8809586039
2785.8344414551466,4,16,West,625648.8853079923
996.1784036846966,1,3,Central,310024.0334485264
1267.7461149564504,5,6,West,362117.58951896656
1080.0821511000327,4,5,West,329069.46866792516
1892.1641608846376,5,44,West,429100.5667406777
925.9503471412183,2,29,West,228264.07783270095
1257.8214772034567,4,42,East,318492.44924147474
1485.1993583812448,3,30,North,344931.8707959854
1010.6607302601279,3,31,West,229173.58240083017
1021.3374788454094,3,31,East,220233.1741942214
1262.1885559390676,1,39,East,163857.2493375403
450.0,1,32,Central,156252.3019337225
777.2608914633329,1,20,North,254543.23285986797
1293.4829561034128,4,29,North,339424.3757332303
1574.1153181709994,2,17,North,355633.8241603914
1407.1200070232032,4,24,East,335871.7597743234
613.0156525803028,4,6,West,173258.20186048094
1268.1068541200011,1,33,North,278318.5601371526
1899.2188202530883,2,1,North,481661.0861491028
1777.932755995661,2,3,West,442031.4324877503
1460.6260692360827,1,11,North,336927.664696048
1056.3150624508983,5,9,West,344401.67936138005
1815.6081854761028,2,34,West,427985.80825653387
1210.5355093950266,5,33,Central,343007.1552955866
915.3757987629908,5,10,North,332792.0572650449
1098.9068824191056,5,8,East,264557.2662437734
2224.172645887076,4,15,Central,495746.2287582028
1610.0900191008466,3,23,North,405129.6575631863
2079.6235265238524,3,32,Central,489018.12488598435
1260.331843345316,2,11,Central,377151.6868352033
1969.0746695925714,4,31,West,408699.4712416763
1199.2479781909617,3,19,North,313264.4953290417
1421.2863154835848,5,3,West,416068.3216068527
2743.1751299778466,1,37,North,589426.671314821
1883.5743161498085,2,14,West,413352.84284651856
1249.4148123361538,3,29,West,243350.65085357593
1457.59048048664,2,12,East,372152.90447427623
1663.1117104428222,2,20,West,388567.0798323798
2105.228794757952,3,29,Central,518122.57083083567
1255.4334541649248,1,12,Central,363013.7737900189
629.3404576977604,4,3,West,311901.24714409746
1360.1790934368464,2,36,Central,345954.027327873
1507.6927285818783,4,3,Central,466334.936895299
1554.76898436762,1,29,West,268726.5820898089
2158.345068091331,4,26,Central,505991.636145092
1658.343539152964,3,19,East,346857.4535027051
1906.4584858179924,5,7,Central,523595.3526569099
949.4431530375988,4,39,East,228863.70662800892
1933.950744212274,5,17,North,453810.03408940544
2548.109915828142,4,31,North,599534.9083803317
1886.454645125089,1,37,Central,391017.40698768076
1626.7778599703588,5,44,West,340428.1117441721
1576.9940942038716,2,35,West,335589.9613511286
2393.5711195130016,5,29,East,462591.21304731315
1036.4092583045685,3,43,Central,302562.64709897275
1444.448821022975,4,40,East,322237.1911395293
1730.1037964691068,1,1,Central,451653.3680898094
1872.0005539065994,5,24,Central,545166.6296515635
1281.336047145807,4,14,West,338951.7117096295
1653.6606973636176,3,31,West,368492.2010911349
1361.0392593244387,3,5,Central,381822.2102030137
1560.2355664006398,4,37,Central,348643.0712662533
1433.954229813052,1,43,West,259062.50929992954
929.2031610722253,2,4,Central,316222.70357374195
1489.4432074882766,1,33,North,312045.67704020784
1938.5757610309179,3,21,East,435991.1453585272
1016.4908542291629,2,44,Central,197513.51297212945
1379.4541256125826,5,27,West,307229.1568467784
1832.3900322285742,5,42,East,323710.0783543542
965.0674466264135,3,2,North,352027.6686508512
1591.3191687540793,4,27,West,350384.33841174445
969.9350905232817,3,35,North,237750.00894846313
2067.3152504168875,3,2,West,451573.9308267501
2656.410690939931,4,32,Central,626742.0996083966
2511.1276421228818,2,37,West,475957.1587592993
1390.4096611134312,2,42,East,274858.45094971167
1870.0995643703131,1,24,West,327465.1764380875
1560.498864250078,5,16,West,427927.74552016106
1551.0529480346422,4,38,East,337369.1586853653
2273.878530468915,1,21,Central,536183.3751481506
840.410211907923,5,14,North,327483.62448805384
2027.6472987330574,2,41,East,375730.15219360235
1475.5120024221328,5,35,West,338692.1263064368
2204.2703103020713,1,18,East,464406.36362302816
1593.6166844497216,1,1,West,394400.30909757165
1163.6640027369074,2,37,Central,300193.3016731067
1638.5701883756915,5,9,North,440382.4345819528
1867.9835475148416,5,18,East,412862.9559837581
1517.881837055597,4,2,West,421018.72166715976
1744.019138278299,1,15,North,430772.1121673176
1239.1624121490086,4,40,North,302532.8193311164
450.0,2,12,Central,284119.88516975445
1950.011791886671,4,3,West,427168.48105546855
1849.5798680921444,3,9,West,426999.43368782673
1574.0891923071667,5,7,West,462820.25784087414
1534.2052811051617,4,19,Central,414158.27913750825
2018.1478846773687,2,6,East,394829.4381647705
1271.4466372617198,4,7,North,409387.6791459916
1146.732967320741,2,11,East,297824.51698871
1405.725065252007,2,37,East,244056.33906195458
2094.548594275766,2,12,East,468793.13438782963
806.4435478677575,2,43,North,168537.0222359616
2095.914996307004,3,33,East,378649.01525868446
1180.3735728972429,5,4,Central,398351.3633506889
949.628250137989,3,16,East,234490.9253644842
2130.0309180711592,1,2,West,440713.08510909404
1451.5549526019026,4,8,West,366194.79798696627
849.8828178075383,1,0,Central,278093.10434543114
1320.6334704717833,3,16,Central,385682.4003803218
1965.5262154435186,2,41,North,405043.55937809614
2096.0370963108867,5,43,North,480382.4531724567
1286.4506590394747,3,3,West,332627.4808808084
1703.1603795486376,3,14,East,344380.19648408005
1857.0423161972149,5,30,West,379879.9994824372
1177.6867531418222,3,33,East,250877.58002258782
1677.5180375832217,4,13,West,453939.04002841737
1484.0610426222195,3,21,East,359009.2603799452
1231.9877947634534,3,8,North,328492.6176538399
1253.9260323105375,3,23,Central,387950.0636278493
1533.5172409336055,3,11,East,325264.09553492646
1514.9267434793164,3,7,Central,464571.5608115667
1217.2550233378313,4,31,West,283286.08588906075
1287.02744579992,3,6,North,384134.0750979912
2056.6686191701688,4,0,Central,571228.5492825054
1606.9135675884918,4,21,East,357657.6348710449
1942.5471832941412,2,38,West,396991.51838233054
2100.91111596871,1,16,East,396352.74659878446
1794.4211298197743,1,25,Central,426394.1217804951
2635.4431566912162,3,8,North,625977.8083347757
1087.3479841180524,2,10,East,396134.0865402159
1904.2047965411462,2,7,Central,512381.1641079708
1340.9280134844541,4,9,Central,413706.9679169501
2427.891631685639,3,27,North,492418.749573426
2350.2200606962124,4,29,Central,583554.0385976471
522.8944089966296,1,14,East,106078.72659063031
1015.5668787440597,4,28,Central,295780.6041864651
1832.156455397171,3,17,North,447408.22733449214
1894.9336049422382,1,14,West,374755.6831605131
1868.2821080796384,3,7,West,487298.79434346186
1464.5673359133286,5,15,Central,465793.5104695538
1727.5604122817385,3,14,North,406636.7036540134
1826.5107178931617,2,20,West,382542.87630811107
1461.0643652313381,1,37,West,254016.7078288804
2013.6509841808142,5,40,Central,441858.4435166771
450.0,2,10,West,189681.88276382882
1816.8967597849962,3,24,North,440135.5649181398
982.9736938571369,3,5,Central,355208.9421030859
1979.3389039846945,3,37,Central,469397.1435097708
1385.6577875543999,1,15,East,288244.6655177988
1055.6063644579876,5,28,West,293789.52796379075
1686.9510783721216,1,40,West,283532.9106430781
1044.3332510771165,4,25,Central,330622.01661270513
1043.616051222303,2,40,North,290610.90608529083
716.352822023454,4,22,West,263197.15002891177
1486.6461226009435,1,42,West,275233.97007540864
1748.4117608454176,1,30,North,366531.5271570052
2011.5129930656212,5,28,Central,546709.6555282053
1429.1360691054945,4,22,West,401929.4588826155
2023.927604223823,5,43,North,400358.50007073925
1508.980487567401,2,32,West,309252.7393237516
1453.3557595102227,4,26,North,372209.75466216344
1786.781473928895,1,8,North,459596.05417652434
2029.1963880628787,4,37,West,400902.9359366601
1329.2827727707036,1,14,East,316390.2515267969
1378.1191890220207,4,4,East,347553.85486290423
1419.5842976500803,3,39,Central,431389.8803207313
1541.3845634959193,4,30,North,386322.0358895132
1049.795895197425,2,17,North,284690.5515660068
2014.0030300331437,1,24,East,388795.3995563758
1299.7951841108334,4,37,Central,385293.7276792792
1731.221728388932,3,12,North,448455.86847030715
1087.2637138880377,1,42,East,171698.15585877356
1679.401976404447,3,5,East,403073.3088718068
1695.7965078751674,1,26,East,299281.61783718434
1289.659296601333,5,32,West,293965.9482346174
2510.444716498571,5,4,North,561778.5933358733
1685.519980620952,3,12,Central,415077.26168110437
2388.4644614886925,2,34,Central,506741.2396303022
1979.5694619490625,4,27,West,405951.0368547367
1168.8625964719668,3,29,West,294900.072873782
1308.9065921710524,4,30,East,321708.42734391155
1718.0510336786153,2,13,Central,440712.4593253996
1530.5862659193754,2,1,Central,402991.4561801616
1524.7305708794663,2,38,North,358305.50272031955
1356.897522812725,5,5,Central,371137.58622072043
595.7618221295024,3,21,Central,189932.67263378538
1387.2836782896543,4,39,North,352140.84640084207
450.0,4,2,North,252569.38866768236
1685.9097843924685,4,32,West,404444.89185631543
1136.971106286147,1,3,North,311725.16246659536
1142.2916369139284,5,5,East,286557.8863191174
1390.3481021850107,5,10,East,343622.545455044
1636.336173147932,2,16,West,390294.16159211873
783.9969111320224,5,27,North,234162.64258542564
625.6994052232967,5,16,West,208199.9392457111
966.9670642500932,3,36,Central,244059.62482175196
479.1362379006383,3,3,Central,225044.95196234382
1016.575195055351,2,4,West,311758.3819576766
2295.441515261483,2,10,East,498051.0132855092
971.7070417514742,2,1,North,268912.8946068089
1825.7025874500919,1,11,Central,426810.5898001308
814.1825958674324,1,28,North,199803.106849984
1649.5600762862468,5,30,East,384842.3229230324
1340.133093893659,2,18,North,302577.43571066635
1470.0936072328636,2,14,Central,397644.1045623118
1784.3887971837705,5,19,North,382103.96973541327
2378.1200626580894,3,25,East,444952.9805230142
1597.3531749166368,1,36,East,317071.72920182237
1562.1794756980476,2,6,East,390292.4220291805
1013.3161412588427,4,41,Central,261351.2959365963
1791.6698276661664,2,17,Central,430297.89468472684
1376.9638347273647,4,43,North,345268.63689271733
1916.003521454215,3,13,East,411806.983503558
1478.1467747575136,1,35,North,304027.9938366508
2370.427851904926,1,20,Central,554124.9885835826
508.541748431267,1,0,North,219566.11780799297
1351.7003199224628,5,1,East,401914.0760556956
1940.7408194006296,4,6,West,490426.2381834525
1324.6539014575064,1,26,Central,327340.04727066134
1103.9134654972695,4,26,North,300480.8946615476
1367.0596971302089,1,7,Central,384508.92880541395
810.0356261963314,2,42,North,160986.89515275223
1559.4768858448847,4,14,North,376070.18410197896
2720.230920086612,5,3,North,668604.9302885626
2072.515749113364,2,25,Central,440572.43942203326
945.4954467423653,2,23,West,269720.8467372385
1063.3294588358535,1,5,East,275378.96398855967
1297.6360954887732,3,17,Central,374005.7699350425
2002.2080638669681,3,28,North,462904.68362871517
1089.2564954154063,1,18,West,277274.94667284173
1154.8842905262331,4,16,East,332427.28206276987
1942.3747167574525,4,12,West,443974.87807077024
1932.3262852375733,1,17,East,390397.28196044016
1313.0926698052758,1,12,North,325508.43290637364
941.1182928136038,1,8,Central,366702.33585571893
725.1275883686466,1,10,Central,297100.2383300033
1150.504936544948,1,5,East,254246.98959040164
450.0,4,4,West,199249.50140504088
1874.9099409549576,2,12,East,386006.94272809505
1184.9846500977208,3,24,North,311332.652282031
1740.646832122569,4,3,North,463411.3926286436
2434.162443800667,4,20,Central,651773.2352613576
2086.4978535664322,3,29,North,404754.1358583488
924.4325810265046,4,32,Central,327908.1292274674
1934.6244932383468,1,21,Central,473679.3548853026
2078.9285137582187,4,28,East,415063.83796443435
1126.8217409519539,2,25,Central,318481.89476275974
1023.3515384639978,1,42,West,193365.18374619595
1445.154051330729,1,38,Central,345816.90940993535
699.2883252419092,4,15,West,263491.44201130816
2235.3674746507763,5,2,West,490713.3026899657
450.0,1,39,East,137899.40293226886
946.5962921289698,2,0,North,290245.02471902926
1365.217417995416,2,17,North,389373.05844560504
1386.4564543346585,3,10,East,348878.624149219
1583.0620865713122,3,29,West,388807.6839392098
1635.7242843374183,4,0,North,461150.3210839823
1393.193992687276,1,36,East,301546.3320826683
2068.443159384971,3,27,West,441961.09414720844
450.0,1,17,West,128028.61469672136
1499.9177430415198,5,0,North,451617.94429599494
1142.7077941423013,4,20,East,308274.1166462356
1566.2567175717431,5,24,East,427958.4047571609
1610.3799189731394,4,28,East,294064.1714640682
1044.0855617526054,4,17,North,304114.06629841006
1179.5255017322538,2,4,East,332096.8718877433
1896.293361625922,5,8,West,428706.2932708774
1674.5281343254928,2,23,Central,415757.1507757487
1159.875781698761,2,10,West,364633.7950356637
2519.9454796709715,2,4,North,612372.663009261
2654.588824247541,3,17,Central,589484.9201945199
768.7687605198225,3,10,Central,341422.3751472706
1650.8974801501715,2,17,East,394919.6381995457
2754.4972178161956,3,28,West,582024.7815078072
1891.9493145924462,2,7,Central,500973.202096792
1610.5300714562732,5,43,West,360639.321558291
1395.9715833202836,1,5,Central,369185.9266054176
1229.4028570616397,1,44,East,210466.75176608478
1393.742648690132,2,16,East,338194.51975280466
1224.6352937959311,5,11,Central,402811.10631967627
1872.454179279017,2,31,West,443548.43461461324
1300.9231736542793,5,6,Central,410913.81371638755
1279.4242439949712,2,28,Central,272436.96450514824
898.9196565854597,2,23,North,241963.92219742265
1475.2050628098484,1,37,North,325005.4510420437
1052.9391632804984,4,19,North,319671.72904386104
1409.6249156354531,5,10,North,399838.874443991
2020.907776360766,5,17,Central,502467.9354531646
1682.9624431555633,1,5,East,420569.57006506727
1752.3626473927154,4,34,Central,418648.7111560516
1678.0454498789018,3,6,East,416369.47874633217
1529.5878650957466,2,31,East,304404.73142195895
1436.335884664185,4,17,North,342949.44058254815
1346.0968920491669,4,25,West,371206.2189570948
1879.558504416536,5,18,East,355319.4398262696
957.8800953558756,5,27,Central,297642.74864483817
2170.3612931127723,5,34,North,500810.4532810598
1517.0390313424086,1,26,North,333184.22874083876
1125.6498047113132,4,24,North,334552.2489190356
1255.4269604799936,3,30,North,309938.28788879066
1161.5047994059441,1,20,West,258906.80113671158
1580.1032495140205,1,41,East,357870.68375739304
1141.078477755846,2,4,Central,357155.33354609634
2071.065599391868,5,42,East,416374.4137428591
1109.1805036928783,4,10,North,301886.0036475172
450.0,4,44,North,135399.354711177
1134.5007536370524,5,26,Central,375544.09530712414
495.7394133501714,1,38,West,140602.1509511389
1480.0655747136716,3,1,West,384599.6233549195
2029.5789891856557,4,4,North,485300.28119435644
1823.8799001328366,4,5,North,489135.6812011297
831.2052475263787,4,20,North,216695.7902034042
1118.8723592160004,1,1,North,309130.7543252313
2389.3167677833426,1,35,West,452950.4158401547
1659.255704367167,3,40,West,320385.3695549177
1502.0593463170294,3,13,West,371471.323811132
2028.0312805967787,2,12,East,414704.48521609505
2726.3705627150794,4,27,West,542860.5288380885
2148.2866387898694,2,39,Central,531313.5304850617
1569.7076273852895,2,2,Central,464837.5588512411
1677.3440879924117,1,23,North,413648.7833448887
1808.5398955491087,3,9,Central,484370.09934084816
1193.6507517449381,4,22,East,321789.15241631423
970.6402636412798,5,18,North,330470.85561323375
1526.2245417446904,2,17,Central,444487.7106229221
1026.3943852684397,4,3,West,383896.00618269015
1469.2687904824656,1,40,North,303950.0167803497
1548.0615199960453,3,19,East,357132.38436570886
2670.5186609414677,5,40,East,528460.514467875
1074.4750026717165,1,10,East,155231.18499328295
1439.1055340145326,2,38,West,258233.83597648435
1417.8485552077336,1,38,North,306000.81476058473
1718.6552666876653,3,34,North,406302.7465431378
2023.3621657918113,5,14,West,461356.8257848374
1254.7582491866724,3,30,East,312413.1029382685
1089.3239849474844,4,17,Central,392330.77038367785
679.6446920341724,2,43,Central,200934.2422681078
1036.8977515985766,5,36,East,294192.1839124358
1768.2204172882973,2,18,Central,501417.92201425193
1522.8235209116015,3,25,East,348263.9041514816
992.2830025469207,2,41,North,207256.99504945235
1313.6162617575712,3,2,West,398205.76312684047
1515.7364738951326,2,9,Central,416023.5227152574
1751.8394658044651,3,9,West,406940.84542521153
1203.3028235807371,2,1,West,329181.9107035326
1374.779971171063,4,27,North,334780.43534819613
590.7826333298955,2,30,East,183499.8763762014
924.3070988810282,2,8,North,307625.46303388634
2308.8578290894225,1,33,East,472187.5945287679
450.0,3,11,West,204360.75894822628
1331.0987236829867,1,39,Central,299902.30451407307
1609.5991146721276,3,28,East,339490.8617128806
1312.8253773364813,5,21,East,353205.831028524
1095.9212383173012,4,22,North,298977.9689168932
1469.4607338063338,3,8,Central,513354.81783690513
1497.5172992488601,2,12,Central,405196.4605301402
1458.9412975340501,5,14,Central,417523.0462753036
561.1439394239421,1,25,West,193667.2716484771
1426.298186022302,1,21,East,325234.31480517145
1072.4436548542221,1,28,West,242439.86804126523
1226.1320625932303,2,35,North,281665.7849568729
1613.4873816707266,1,1,East,384355.38500942505
1820.3643752402832,1,37,West,383029.7512571938
1948.3886671209366,5,12,North,512249.4363170734
1251.7934715105557,3,5,East,314013.98627959535
1962.0013883600586,4,13,East,456907.6395164635
2086.8637663119957,3,34,East,442319.71385495516
2068.3189622730297,4,39,West,453704.9244992967
2194.883969405717,4,34,West,369314.6020161493
1427.1587470405439,3,2,East,332444.87577971333
1412.9340424633688,5,4,East,351787.49367921584
1912.5253896971744,1,15,West,406782.1831854352
816.7378424359836,5,0,West,298301.71588108846
1604.7145236341705,3,8,West,422068.07354586007
1234.7205039150429,1,11,West,320806.64633950667
1315.605474569296,5,31,West,320622.37843402376
629.2427760507106,4,27,Central,256211.7549194202
1054.727847098396,3,36,North,320550.97175689944
1489.7530352714425,2,1,Central,412523.8652524263
1944.2265870468043,4,2,Central,539774.3286046039
1995.0132947040252,5,32,Central,543492.3006704487
1459.8367625020442,2,38,East,299449.15946167
1405.3558213855151,1,28,North,260231.79485656403
1084.6604064918301,1,31,West,251263.40022045333
1701.1782484880696,4,43,East,332685.53646133916
1376.2109997462308,4,9,West,360243.88914279686
1802.942269574502,2,33,Central,459645.30496707576
2375.843402062981,3,41,Central,539058.6222175064
1483.8125213690932,1,40,West,285745.94608428574
751.3227629129641,2,13,Central,306841.76908143476
1069.5747784855762,5,1,North,368433.9331253647
770.9262793316914,2,35,East,177066.32856135454
901.4451552925108,5,6,North,325983.14117821096
2152.635361742734,4,3,West,517904.6310383282
1613.3297867292415,1,26,Central,386346.98755048396
739.9127842121204,2,20,Central,251711.73615179438
1826.816083015061,2,32,West,379847.6559611487
2130.187437039441,3,22,East,417555.47421004076
1320.062721282069,5,8,Central,383844.46760135994
